"duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","class"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,1,0,0,0.01,0.08,0,255,19,0.07,0.05,0,0,1,1,0,0,"anomaly"
2,"tcp","pop_3","SF",80,6409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,69,5,0.01,0.09,0.01,0.4,0.01,0,0,0,"normal"
0,"tcp","http","SF",251,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,7,255,1,0,0.14,0.02,0,0,0,0,"normal"
0,"udp","domain_u","SF",44,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,112,0,0,0,0,1,0,0.02,255,253,0.99,0.01,0,0,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,11,1,1,0,0,0.05,0.08,0,255,11,0.04,0.06,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",254,453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,184,255,1,0,0.01,0.01,0,0,0,0,"normal"
0,"tcp","http","SF",281,1410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,14,255,1,0,0.07,0.07,0,0,0,0,"normal"
1,"tcp","http","RSTOS0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,3,0.03,0.67,0.97,0.33,0.02,0.57,0,255,3,0.01,0.31,0.53,0,0.02,0.67,0.52,0.33,"anomaly"
0,"tcp","supdup","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,19,1,1,0,0,0.07,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,"anomaly"
0,"icmp","ecr_i","SF",520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,445,0,0,0,0,1,0,0,45,45,1,0,1,0,0,0,0,0,"anomaly"
0,"tcp","http","SF",211,1357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,16,255,1,0,0.06,0.05,0,0,0,0,"normal"
0,"tcp","hostnames","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,9,1,1,0,0,0.05,0.07,0,255,10,0.04,0.08,0,0,1,1,0,0,"anomaly"
0,"tcp","ftp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,9,1,1,0,0,0.04,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",204,383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,1,0,0.14,8,255,1,0,0.12,0.01,0,0,0,0,"normal"
0,"tcp","private","RSTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,133,1,0.01,0.27,0.26,0,0,0,0.26,1,"anomaly"
0,"tcp","ftp_data","SF",748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,0.25,0.5,0.25,0,0,0,0,0,"normal"
0,"tcp","netbios_ssn","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,4,1,1,0,0,0.03,0.07,0,255,4,0.02,0.08,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",293,653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,23,255,1,0,0.09,0.05,0,0,0,0,"normal"
0,"tcp","http","SF",217,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,186,255,1,0,0.01,0.02,0,0,0,0,"normal"
0,"tcp","http","SF",214,978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,18,255,1,0,0.06,0.04,0,0,0,0,"normal"
0,"udp","domain_u","SF",30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0.5,255,253,0.99,0.01,0.01,0,0,0,0,0,"normal"
0,"tcp","http","SF",294,12909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,1,0,0.13,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","mtp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,1,1,0,0,0.07,0.17,0,255,9,0.04,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",235,12152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0.22,52,255,1,0,0.02,0.04,0,0,0,0,"normal"
0,"udp","private","SF",28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,21,0.83,0,0,0,0.17,0.06,0,255,21,0.08,0.92,0.08,0,0.09,0,0.83,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,9,1,1,0,0,0.04,0.05,0,78,9,0.12,0.1,0.01,0,0.97,1,0,0,"anomaly"
0,"tcp","mtp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1,1,1,0,0,0,0.06,0,255,1,0,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,17,1,1,0,0,0.17,0.07,0,255,17,0.07,0.08,0,0,1,1,0,0,"anomaly"
0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,378,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,"anomaly"
0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,"anomaly"
26,"tcp","ftp","SF",287,903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,133,17,0.13,0.05,0.01,0,0.02,0,0,0,"normal"
0,"tcp","http","SF",303,437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","http","SF",186,4445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.03,0,0,0,0,"normal"
0,"udp","domain_u","SF",33,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,9,6,0.67,0.22,0.11,0,0,0,0,0,"normal"
0,"tcp","http","SF",221,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,1,0,0.17,169,255,1,0,0.01,0.03,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,19,1,1,0,0,0.13,0.05,0,255,37,0.15,0.05,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",190,491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,10,255,1,0,0.1,0.03,0,0,0,0.01,"normal"
0,"tcp","ftp","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,13,0,0,1,1,0.09,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1,"anomaly"
0,"tcp","ftp_data","SF",59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,158,90,0.35,0.02,0.35,0.02,0,0,0,0,"normal"
0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,11,0,0,1,1,0.12,0.06,0,255,3,0.01,0.07,0,0,0,0,1,1,"anomaly"
0,"tcp","private","RSTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.9,0.9,0,0,0,0.89,1,"anomaly"
0,"tcp","http","SF",329,64209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,3,255,1,0,0.33,0.08,0,0.01,0,0,"normal"
0,"tcp","http","SF",219,1565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","http","SF",238,35052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,52,255,1,0,0.02,0.07,0,0,0,0,"normal"
7,"tcp","X11","SF",20320,16416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,17,0.07,0.03,0,0,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,24,1,1,0,0,0.16,0.05,0,255,15,0.06,0.06,0,0,1,1,0,0,"anomaly"
0,"tcp","courier","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,14,1,1,0,0,0.11,0.06,0,255,14,0.05,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",199,3413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","other","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,1,0.07,1,0.9,0,0,1,0,255,1,0,1,0,0,0.1,1,0.9,0,"anomaly"
0,"udp","domain_u","SF",45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,"normal"
0,"tcp","http","SF",218,1856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","smtp","SF",1117,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,124,0.49,0.03,0,0,0,0,0,0,"normal"
0,"udp","domain_u","SF",45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,1,0,0,106,66,0.62,0.02,0.01,0,0,0,0,0,"normal"
0,"tcp","http","SF",252,2120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0.25,66,255,1,0,0.02,0.03,0,0,0,0,"normal"
0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,9,0.04,0.05,0.04,0,0.38,0,0.02,0,"anomaly"
0,"tcp","http","SF",199,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","finger","SF",9,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,67,15,0.07,0.06,0.01,0.2,0,0,0,0,"normal"
0,"tcp","ftp_data","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,40,1,0,1,0.08,0,0,1,0.05,"anomaly"
0,"udp","private","SF",28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,26,0.79,0,0,0,0.21,0.06,0,255,26,0.1,0.9,0.1,0,0.09,0,0.81,0,"anomaly"
0,"udp","private","SF",28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,1,0,0,255,61,0.24,0.64,0.24,0,0.01,0,0.52,0,"anomaly"
0,"tcp","http","SF",206,1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,27,0,0,0,0,1,0,0.07,85,255,1,0,0.01,0.02,0,0,0,0,"normal"
0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,13,1,1,0,0,0.07,0.06,0,255,15,0.06,0.05,0,0,1,1,0,0,"anomaly"
0,"tcp","systat","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,2,0,0,1,1,0.01,0.07,0,255,2,0.01,0.08,0,0,0,0,1,1,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,1,1,0,0,0.05,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",256,238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,51,255,1,0,0.02,0.04,0,0,0,0,"normal"
0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,11,1,1,0,0,0.04,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","nnsp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,23,1,1,0,0,0.21,0.05,0,255,23,0.09,0.05,0,0,1,1,0,0,"anomaly"
0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,19,1,1,0,0,0.07,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,20,1,1,0,0,0.09,0.06,0,255,9,0.04,0.06,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",214,3197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,1,0,0.18,8,255,1,0,0.12,0.03,0,0,0,0,"normal"
0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,1,2,86,1,0,1,0.5,0,0,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,1,1,0,0,0.04,0.07,0,255,5,0.02,0.08,0,0,1,1,0,0,"anomaly"
0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0.5,0.07,0,0,1,0,0.29,5,255,1,0,0.4,0.01,0.2,0.01,0,0,"normal"
0,"udp","domain_u","SF",45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,236,0,0,0,0,1,0,0.02,255,255,1,0,0.01,0,0,0,0,0,"normal"
0,"tcp","http","SF",261,22311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,33,255,1,0,0.03,0.02,0,0,0,0,"normal"
0,"tcp","http","SF",308,351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
2,"tcp","smtp","SF",1467,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,149,190,0.89,0.03,0.01,0.01,0,0,0,0,"normal"
0,"tcp","http","SF",314,1922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,14,255,1,0,0.07,0.04,0,0.01,0,0.01,"normal"
0,"tcp","http","SF",199,530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,7,1,1,0,0,0.03,0.07,0,255,7,0.03,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",333,864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,1,0,0.15,79,255,1,0,0.01,0.07,0,0,0.78,0.85,"normal"
0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,7,1,1,0,0,0.04,0.06,0,255,7,0.03,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",334,10594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,40,0,0,0,0,1,0,0.08,17,255,1,0,0.06,0.02,0,0,0,0,"normal"
27,"tcp","ftp","SF",1419,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,123,37,0.3,0.04,0.01,0,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,4,1,1,0,0,0.02,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,20,1,1,0,0,0.08,0.06,0,255,8,0.03,0.06,0,0,1,1,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,18,1,1,0,0,0.13,0.05,0,255,7,0.03,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","bgp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,14,1,1,0,0,0.05,0.06,0,255,14,0.05,0.07,0,0,1,1,0,0,"anomaly"
0,"udp","domain_u","SF",43,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,274,0,0,0,0,1,0,0.01,255,230,0.9,0.01,0,0,0,0,0,0,"normal"
0,"tcp","http","SF",337,10195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,1,0,0.07,93,250,1,0,0.01,0.03,0.01,0,0,0,"normal"
0,"tcp","uucp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,7,1,1,0,0,0.07,0.07,0,255,8,0.03,0.07,0,0,1,1,0,0,"anomaly"
0,"udp","domain_u","SF",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,163,28,0.17,0.04,0.17,0,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0.99,1,0,0,0.01,0.08,0,255,18,0.07,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","ftp_data","SF",637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,103,31,0.3,0.05,0.3,0,0.01,0,0,0,"normal"
15152,"tcp","ftp","SF",361,1198,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,140,0.55,0.02,0,0,0,0,0,0,"anomaly"
0,"tcp","ftp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,4,1,1,0,0,0.02,0.06,0,255,6,0.02,0.06,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",345,2254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0,1,0,0.11,27,255,1,0,0.04,0.04,0,0,0,0,"normal"
0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,23,1,1,0,0,0.16,0.04,0,255,20,0.08,0.06,0,0,1,1,0,0,"anomaly"
41133,"tcp","rje","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.31,0.6,0,0,0,0.6,1,"anomaly"
0,"tcp","http","SF",303,1491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,1,0,0.1,70,255,1,0,0.01,0.03,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,1,1,0,0,0.06,0.05,0,255,5,0.02,0.05,0,0,1,1,0,0,"anomaly"
0,"udp","domain_u","SF",46,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,191,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,7,1,1,0,0,0.04,0.06,0,35,7,0.2,0.17,0.03,0,0.6,1,0.03,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,6,1,1,0,0,0.06,0.07,0,50,6,0.12,0.12,0.02,0,1,1,0,0,"anomaly"
0,"udp","domain_u","SF",46,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,114,0,0,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,0,0,"normal"
0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,1,0,1,1,33,1,0,1,0.52,0,0,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,14,1,1,0,0,0.08,0.06,0,255,7,0.03,0.08,0,0,1,1,0,0,"anomaly"
0,"tcp","http_443","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,3,1,1,0,0,0.02,0.06,0,255,3,0.01,0.05,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",334,5539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,53,255,1,0,0.02,0.05,0,0,0,0,"normal"
0,"tcp","klogin","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20,0,0,1,1,0.13,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,12,1,1,0,0,0.05,0.06,0,255,10,0.04,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",297,4128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,44,255,1,0,0.02,0.02,0,0,0,0,"normal"
0,"tcp","http","SF",331,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,0,0.15,35,255,1,0,0.03,0.04,0,0,0,0,"normal"
0,"tcp","http","SF",202,616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.12,0.12,0,0,1,0,0,37,255,1,0,0.03,0.04,0.03,0,0,0,"normal"
0,"tcp","http","SF",317,3089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,78,255,1,0,0.01,0.02,0,0,0,0,"normal"
0,"tcp","http","SF",227,1047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0.25,118,255,1,0,0.01,0.03,0,0,0,0,"normal"
0,"tcp","http","SF",240,5494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,99,255,1,0,0.01,0.04,0,0,0,0,"normal"
0,"tcp","netstat","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,4,1,1,0,0,0.01,0.06,0,255,7,0.03,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,19,1,1,0,0,0.09,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,"anomaly"
0,"udp","private","SF",28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,1,0,0,255,56,0.22,0.01,0.22,0,0,0,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,1,1,0,0,0.27,0.18,0,255,6,0.02,0.09,0,0,1,1,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,15,1,1,0,0,0.11,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,"anomaly"
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,5,1,1,0,0,0.02,0.06,0,255,2,0.01,0.08,0,0,1,1,0,0,"anomaly"
0,"tcp","http","SF",287,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,6,255,1,0,0.17,0.05,0,0,0,0,"normal"
0,"tcp","ftp_data","SF",259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,54,75,0.33,0.07,0.33,0.03,0,0,0,0,"normal"
0,"tcp","http","SF",293,4177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,7,255,1,0,0.14,0.02,0,0,0,0,"normal"
0,"tcp","http","SF",304,2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,240,0.94,0.01,0,0,0,0,0.02,0.02,"normal"
0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,17,0,0,1,1,0.17,0.07,0,255,17,0.07,0.06,0,0,0,0,1,1,"anomaly"
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7,1,1,0,0,0.07,0.06,0,255,7,0.03,0.06,0,0,1,1,0,0,"anomaly"
0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,16,1,1,0,0,0.09,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,"anomaly"
0,"tcp","link","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,8,0,0,1,1,0.03,0.07,0,255,8,0.03,0.08,0,0,0,0,1,1,"anomaly"
0,"tcp","http","SF",160,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,4,33,1,0,0.25,0.09,0,0,0,0,"normal"
0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,0.01,0,0.94,1,0.01,1,0,242,1,0,0.51,0,0,0,0,0.47,1,"anomaly"
0,"tcp","exec","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,6,1,1,0,0,0.06,0.07,0,255,8,0.03,0.08,0,0,1,1,0,0,"anomaly"
0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,1,2,24,1,0,1,0.5,0,0,0,0,"anomaly"
0,"tcp","domain","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,13,1,1,0,0,0.05,0.06,0,255,13,0.05,0.05,0,0,1,1,0,0,"anomaly"
